,Rider,team,Age_y,Weight,GC,Time trial,Sprint,Climber
195,DE BONDT Dries,Alpecin-Deceuninck,0.5,73.0,0.012864881131507674,0.00016048788316482104,0.08271432992881461,0.013002610966057442
196,DE BUYST Jasper,Lotto Soudal,0.4166666666666667,74.0,0.04009930785434848,0.018937570213448884,0.09579077684927267,0.015352480417754569
197,DE GENDT Aimé,Intermarché - Wanty - Gobert Matériaux,0.375,75.0,0.031221787541378273,0.016851227732306212,0.03419993809965955,0.013054830287206266
198,DE GENDT Thomas,Lotto Soudal,0.7083333333333334,73.0,0.09005416792055372,0.3522709035467822,0.03605694831321572,0.11613577023498695
199,DE KEIJZER Gerd,Team Novo Nordisk,0.4166666666666667,72.6,0.0,0.0,0.0006963788300835655,0.0
200,DE KLEIJN Arvid,Human Powered Health,0.4166666666666667,68.0,0.0021065302437556425,0.0,0.1004333023831631,0.0019321148825065275
201,DE LA CRUZ David,Astana Qazaqstan Team,0.625,66.0,0.17250978031898886,0.13593323704060342,0.004719900959455277,0.1166579634464752
202,DE LA PARTE Víctor,TotalEnergies,0.7083333333333334,64.0,0.09727655732771592,0.09629272989889263,0.015707211389662645,0.033733681462140994
203,DE LIE Arnaud,Lotto Soudal,0.08333333333333333,78.0,0.0018808305747818237,0.00016048788316482104,0.027236149798823894,0.005221932114882507
204,DE MAEGHT Dorian,Bingoal Pauwels Sauces WB,0.25,79.0,0.0,0.0,0.0006963788300835655,0.0
205,DE MARCHI Alessandro,Israel - Premier Tech,0.75,65.0,0.03851941017153175,0.07831808698443267,0.011683689260290932,0.0924804177545692
206,DE PESTEL Sander,Sport Vlaanderen - Baloise,0.20833333333333334,74.0,0.0003009328919650918,0.0003209757663296421,0.0030950170225936243,0.0001566579634464752
207,DE PLUS Laurens,INEOS Grenadiers,0.3333333333333333,67.0,0.0575534155883238,0.041566361739688654,0.0017796347879913338,0.03159268929503917
208,DE POOTER Dries,Intermarché - Wanty - Gobert Matériaux,0.041666666666666664,61.0,0.0,0.0,0.0017022593624264934,0.0014621409921671017
209,DE TIER Floris,Alpecin-Deceuninck,0.5,60.0,0.02655732771591935,0.0,0.009439801918910555,0.026684073107049608
210,DE VOS Adam,Human Powered Health,0.4166666666666667,,0.004965392717424014,0.008505857807735516,0.01887960383782111,0.0040208877284595304
211,DE VYLDER Lindsay,Sport Vlaanderen - Baloise,0.3333333333333333,70.0,0.00037616611495636473,0.0,0.00510677808727948,0.0013054830287206266
212,DE WILDE Gilles,Sport Vlaanderen - Baloise,0.16666666666666666,75.0,0.0,0.0016048788316482105,7.737542556484061e-05,0.00010443864229765013
213,DEBUSSCHERE Jens,B&B Hotels - KTM,0.5833333333333334,77.0,0.038669876617514296,0.010431712405713368,0.22168059424326833,0.008459530026109661
214,DECLERCQ Benjamin,Team Arkéa Samsic,0.4166666666666667,67.0,0.013015347577490219,0.014443909484833895,0.03280718043949242,0.007571801566579634
215,DECLERCQ Tim,Quick-Step Alpha Vinyl Team,0.625,78.0,0.029641889858561542,0.0038517091959557053,0.03265242958836274,0.005169712793733681
216,DEGENKOLB John,Team DSM,0.625,82.0,0.0839602768582606,0.04686246188412775,0.5152429588362736,0.10809399477806789
217,DEKKER David,Jumbo-Visma,0.25,80.0,0.0007523322299127295,0.002728294013801958,0.0230578768183225,0.0017754569190600521
218,DELACROIX Théo,Intermarché - Wanty - Gobert Matériaux,0.20833333333333334,70.0,0.0007523322299127295,0.0,0.00015475085112968121,0.0
219,DELAPLACE Anthony,Team Arkéa Samsic,0.5833333333333334,65.0,0.05988564550105326,0.08297223559621249,0.06809037449705974,0.017493472584856395
220,DELETTRE Alexandre,Cofidis,0.25,62.0,0.00383689437255492,0.0,0.00038687712782420303,0.0035509138381201043
221,DENNIS Rohan,Jumbo-Visma,0.5416666666666666,72.0,0.2063647306650617,0.9889263360616274,0.0201949860724234,0.07091383812010443
222,DENS Tuur,Sport Vlaanderen - Baloise,0.125,81.0,0.0,0.0,0.00038687712782420303,0.0
223,DENZ Nico,Team DSM,0.4166666666666667,71.0,0.018958772193800783,0.023752206708393515,0.02135561745589601,0.009347258485639687
224,DESAL Ceriel,Bingoal Pauwels Sauces WB,0.16666666666666666,72.0,0.0,0.00016048788316482104,0.00046425255338904364,0.0
225,DEVENYNS Dries,Quick-Step Alpha Vinyl Team,0.8333333333333334,65.0,0.13587120072223893,0.12614347616754934,0.05841844630145466,0.08229765013054831
226,DEVRIENDT Tom,Intermarché - Wanty - Gobert Matériaux,0.5,70.0,0.002482696358712007,0.004814636494944632,0.051686784277313526,0.0025065274151436032
227,DEWULF Stan,AG2R Citroën Team,0.25,74.0,0.02068913632260006,0.010431712405713368,0.03396781182296502,0.012428198433420365
228,DILLIER Silvan,Alpecin-Deceuninck,0.5416666666666666,75.0,0.06334637375865182,0.08441662654469588,0.05694831321572268,0.02496083550913838
229,DINA Márton,EOLO-Kometa,0.3333333333333333,67.0,0.00895275353596148,0.011073663938372653,0.003946146703806871,0.0021932114882506526
230,DOMBROWSKI Joe,Astana Qazaqstan Team,0.5416666666666666,68.0,0.08975323502858862,0.035949285828919916,0.004487774682760755,0.05953002610966057
231,DOMINGUES André,Burgos-BH,0.08333333333333333,49.0,0.0,0.0,0.0,0.00010443864229765013
232,DONOVAN Mark,Team DSM,0.20833333333333334,70.0,0.011585916340656035,0.00465414861177981,0.0028628907458991023,0.009556135770234987
233,DOUBEY Fabien,TotalEnergies,0.4166666666666667,62.0,0.021065302437556426,0.002888781896966779,0.00386877127824203,0.013054830287206266
234,DOULL Owain,EF Education-EasyPost,0.4583333333333333,71.0,0.028964790851640086,0.04028245867437009,0.04240173320953265,0.007101827676240209
235,DOWSETT Alex,Israel - Premier Tech,0.625,75.0,0.04942822750526633,0.5548066121007864,0.01686784277313525,0.005169712793733681
236,DRIZNERS Jarrad,Lotto Soudal,0.16666666666666666,70.0,0.0020312970207643694,0.0011234151821537474,0.0020117610646858556,5.2219321148825065e-05
237,DUCHESNE Antoine,Groupama - FDJ,0.5,75.0,0.018507372855853146,0.003209757663296421,0.01423707830393067,0.0018798955613577024
238,DUJARDIN Sandy,TotalEnergies,0.25,,0.0003009328919650918,0.007382442625581768,0.006963788300835654,0.004229765013054831
239,DUMOULIN Tom,Jumbo-Visma,0.5416666666666666,69.0,0.3295215167017755,1.0,0.025998142989786442,0.2004177545691906
240,DUNBAR Eddie,INEOS Grenadiers,0.2916666666666667,57.0,0.06710803490821547,0.021023912694591557,0.01145156298359641,0.031070496083550912
241,DUNNEWIND Jan,Team Novo Nordisk,0.20833333333333334,,0.0,0.0,7.737542556484061e-05,0.0
242,DUPONT Timothy,Bingoal Pauwels Sauces WB,0.6666666666666666,72.0,0.011886849232621125,0.0003209757663296421,0.38517486846177657,0.00370757180156658
243,DURBRIDGE Luke,Team BikeExchange - Jayco,0.5416666666666666,78.0,0.08824857056876316,0.34408602150537637,0.01802847415660786,0.012950391644908616
244,DVERSNES Fredrik,Uno-X Pro Cycling Team,0.2916666666666667,,0.0023322299127294614,0.004975124378109453,0.0020117610646858556,0.0009399477806788512
245,DÉMARE Arnaud,Groupama - FDJ,0.5,76.0,0.10329521516701776,0.06949125341036752,0.598576292169607,0.06798955613577023
246,DÍAZ José Manuel,Gazprom - RusVelo,0.375,63.0,0.02144146855251279,0.0,0.006809037449705973,0.010339425587467362
247,EDET Nicolas,Team Arkéa Samsic,0.6666666666666666,60.0,0.11728859464339453,0.011876103354196758,0.04781801299907149,0.06616187989556135
248,EDMONDSON Alex,Team BikeExchange - Jayco,0.4166666666666667,75.0,0.00895275353596148,0.06050393195313754,0.023135252243887343,0.005535248041775457
249,EEKHOFF Nils,Team DSM,0.25,75.0,0.009027986758952753,0.02278927940940459,0.038842463633549984,0.005378590078328982
250,EENKHOORN Pascal,Jumbo-Visma,0.2916666666666667,70.0,0.02324706590430334,0.02423367035788798,0.02042711234911792,0.010966057441253264
251,EG Niklas,Uno-X Pro Cycling Team,0.375,60.0,0.03882034306349684,0.00754293050874659,0.0028628907458991023,0.01702349869451697
252,EGHOLM Jakob,Trek - Segafredo,0.25,,0.00037616611495636473,0.00016048788316482104,0.0010058805323429278,0.0
253,EIKING Odd Christian,EF Education-EasyPost,0.375,75.0,0.07237436051760457,0.006259027443428021,0.02429588362735995,0.049399477806788515
254,EINHORN Itamar,Israel - Premier Tech,0.25,72.0,0.001429431236834186,0.004814636494944632,0.035437944908697,0.0018798955613577024
255,EL GOUZI Omar,Bardiani-CSF-Faizanè,0.16666666666666666,58.0,0.0009780318988865484,0.0,0.0015475085112968121,0.0007310704960835509
256,ELISSONDE Kenny,Trek - Segafredo,0.5,52.0,0.0786939512488715,0.004333172845450169,0.003481894150417827,0.0731070496083551
257,ELOSEGUI Iñigo,Movistar Team,0.25,69.0,0.001354198013842913,0.0006419515326592842,0.0,0.00010443864229765013
258,ERVITI Imanol,Movistar Team,0.8333333333333334,82.0,0.06891363226000602,0.0701332049430268,0.01795109873104302,0.02308093994778068
259,ETXEBERRIA Asier,Euskaltel - Euskadi,0.20833333333333334,,0.0,0.0,0.0,0.0001566579634464752
260,ETXEBERRIA Josu,Caja Rural - Seguros RGA,0.125,65.0,0.0,0.0,7.737542556484061e-05,5.2219321148825065e-05
261,EVENEPOEL Remco,Quick-Step Alpha Vinyl Team,0.16666666666666666,66.0,0.1345922359313873,0.22612742737923286,0.008356545961002786,0.05859007832898172
262,EWAN Caleb,Lotto Soudal,0.375,69.0,0.01843213963286187,0.023752206708393515,0.4073816155988858,0.050966057441253265
263,EZQUERRA Jesús,Burgos-BH,0.5416666666666666,69.0,0.00789948841408366,0.01990049751243781,0.016248839368616527,0.008093994778067885
264,FABBRO Matteo,BORA - hansgrohe,0.375,52.0,0.03964790851640084,0.011876103354196758,0.007582791705354379,0.022976501305483028
265,FANCELLU Alessandro,EOLO-Kometa,0.16666666666666666,62.0,0.0037616611495636474,0.0,7.737542556484061e-05,0.0009399477806788512
266,FEDELI Alessandro,Gazprom - RusVelo,0.3333333333333333,65.0,0.00714715618417093,0.0040121970791205264,0.024914887031878677,0.015143603133159269
267,FEDOROV Yevgeniy,Astana Qazaqstan Team,0.16666666666666666,80.0,0.00895275353596148,0.013480982185844969,0.007428040854224698,0.0018798955613577024
268,FELLINE Fabio,Astana Qazaqstan Team,0.5833333333333334,68.0,0.10276858260607885,0.19483229016209277,0.08542246982358404,0.10266318537859008
269,FENG Chun Kai,Bahrain - Victorious,0.625,69.0,0.009554619319891664,0.038998555609051515,0.030021665119158155,0.001671018276762402
270,FERASSE Thibault,B&B Hotels - KTM,0.375,61.0,0.008350887752031296,0.007382442625581768,0.011142061281337047,0.006422976501305483
271,FERNÁNDEZ Rubén,Cofidis,0.5416666666666666,60.0,0.0923111646102919,0.021665864227250843,0.01400495202723615,0.03446475195822454
272,FERRON Valentin,TotalEnergies,0.25,67.0,0.0018808305747818237,0.003691221312790884,0.0013153822346022902,0.005483028720626632
273,FETTER Erik,EOLO-Kometa,0.16666666666666666,70.0,0.0012037315678603672,0.008024394158241053,0.00023212627669452182,0.004073107049608355
274,FINÉ Eddy,Cofidis,0.25,70.0,0.0021065302437556425,0.0,0.005261528938409161,0.0012532637075718016
275,FIORELLI Filippo,Bardiani-CSF-Faizanè,0.375,,0.010156485103821849,0.002888781896966779,0.027390900649953576,0.011906005221932114
276,FISHER-BLACK Finn,UAE Team Emirates,0.08333333333333333,73.0,0.010607884441769485,0.013480982185844969,0.0030950170225936243,0.003759791122715405
277,FLÓREZ Miguel Eduardo,Team Arkéa Samsic,0.3333333333333333,57.0,0.014670478483298225,0.00016048788316482104,0.002321262766945218,0.00919060052219321
278,FORMOLO Davide,UAE Team Emirates,0.4583333333333333,62.0,0.15926873307252482,0.026640988605360294,0.01145156298359641,0.15007832898172324
279,FORTUNATO Lorenzo,EOLO-Kometa,0.3333333333333333,57.0,0.034306349684020465,0.0,0.00518415351284432,0.025065274151436032
280,FOSS Tobias,Jumbo-Visma,0.25,74.0,0.030619921757448088,0.10720590595410047,0.0060352831940575676,0.013890339425587468
281,FRAILE Omar,INEOS Grenadiers,0.5416666666666666,72.0,0.036939512488715014,0.027122452254854757,0.017641597028783658,0.0654308093994778
282,FRANCO Alejandro,Burgos-BH,0.08333333333333333,,0.0,0.0,0.0,0.0
283,FRETIN Milan,Sport Vlaanderen - Baloise,0.125,70.0,0.00045139933794763765,0.00016048788316482104,0.0018570102135561746,0.0006788511749347258
284,FRISON Frederik,Lotto Soudal,0.4583333333333333,84.0,0.005492025278362925,0.03675172524474402,0.012225317239244816,0.00020887728459530026
285,FROOME Chris,Israel - Premier Tech,0.7916666666666666,68.0,0.6211254890159494,0.7043813192103996,0.029712163416898793,0.38746736292428197
286,FUENTES Ángel,Burgos-BH,0.2916666666666667,78.0,0.0011284983448690941,0.004333172845450169,0.0009285051067780873,0.0009399477806788512
287,FUGLSANG Jakob,Israel - Premier Tech,0.7916666666666666,65.0,0.4783328317785134,0.2623976889744824,0.06050758279170535,0.34798955613577026
288,GABBURO Davide,Bardiani-CSF-Faizanè,0.4583333333333333,63.0,0.009629852542882938,0.0016048788316482105,0.013385948622717424,0.019007832898172324
289,GALL Felix,AG2R Citroën Team,0.25,66.0,0.013918146253385494,0.0016048788316482105,0.003481894150417827,0.013054830287206266
290,GALLOPIN Tony,Trek - Segafredo,0.6666666666666666,69.0,0.17371351188684922,0.17124057133686407,0.10337356855462705,0.18955613577023497
291,GALVÁN Francisco,Equipo Kern Pharma,0.25,71.0,0.0024074631357207344,0.0020863424811426736,0.004023522129371711,0.007780678851174934
292,GAMPER Patrick,BORA - hansgrohe,0.2916666666666667,86.0,0.001504664459825459,0.017974642914459958,0.007428040854224698,0.0004177545691906005
293,GANNA Filippo,INEOS Grenadiers,0.2916666666666667,83.0,0.02016250376166115,0.5244744021826352,0.005803156917363045,0.011488250652741514
294,GARCÍA CORTINA Iván,Movistar Team,0.3333333333333333,77.0,0.019109238639783328,0.017332691381800675,0.059424326833797586,0.0391644908616188
295,GARCÍA Jhojan,Caja Rural - Seguros RGA,0.25,55.0,0.015197111044237136,0.0022468303643074948,0.0012380068090374497,0.005796344647519582
296,GARCÍA PIERNA Carlos,Equipo Kern Pharma,0.16666666666666666,54.0,0.0006770990069214565,0.0016048788316482105,0.0,0.0004699738903394256
297,GARCÍA PIERNA Raúl,Equipo Kern Pharma,0.125,67.0,0.001429431236834186,0.002888781896966779,0.00046425255338904364,0.0009399477806788512
298,GARCÍA Sergio,EOLO-Kometa,0.16666666666666666,62.0,0.001354198013842913,0.0,0.0006190034045187249,0.00036553524804177544
299,GAUDU David,Groupama - FDJ,0.2916666666666667,60.0,0.13022870899789346,0.010431712405713368,0.011915815536985454,0.13023498694516972
300,GAUTIER Cyril,B&B Hotels - KTM,0.6666666666666666,65.0,0.07658742100511585,0.015246348900658001,0.06623336428350356,0.07159268929503916
301,GAVAZZI Francesco,EOLO-Kometa,0.7916666666666666,65.0,0.10156485103821848,0.006900978976087305,0.18152274837511606,0.1352480417754569
302,GAVIRIA Fernando,UAE Team Emirates,0.375,71.0,0.009855552211856756,0.01235756700369122,0.3169297431135871,0.045848563968668404
303,GAZE Samuel,Alpecin-Deceuninck,0.3333333333333333,80.0,0.0001504664459825459,0.0040121970791205264,0.0006190034045187249,0.0001566579634464752
304,GAZZOLI Michele,Astana Qazaqstan Team,0.20833333333333334,76.0,0.011661149563647307,0.004172684962285347,0.007428040854224698,0.0004177545691906005
305,GENIETS Kevin,Groupama - FDJ,0.2916666666666667,73.0,0.009404152873909118,0.02760391590434922,0.007505416279789539,0.006214099216710183
306,GENIEZ Alexandre,TotalEnergies,0.6666666666666666,68.0,0.13090580800481494,0.12309420638741775,0.021046115753636643,0.08010443864229765
307,GEOGHEGAN HART Tao,INEOS Grenadiers,0.375,65.0,0.12594041528739092,0.07591076873696036,0.010523057876818322,0.08161879895561358
308,GESBERT Élie,Team Arkéa Samsic,0.3333333333333333,63.0,0.04709599759253687,0.0019258545979778526,0.013618074899411947,0.030704960835509137
309,GESCHKE Simon,Cofidis,0.75,64.0,0.09795365633463737,0.1036751725244744,0.0539306716186939,0.09425587467362924
310,GESINK Robert,Jumbo-Visma,0.7083333333333334,70.0,0.3842160698164309,0.19098058096613707,0.05787681832250077,0.2795822454308094
311,GHEBREIGZABHIER Amanuel,Trek - Segafredo,0.375,68.0,0.03874510984050557,0.02407318247472316,0.024760136180748994,0.025535248041775458
312,GHYS Robbe,Sport Vlaanderen - Baloise,0.2916666666666667,72.0,0.001429431236834186,0.0003209757663296421,0.018415351284432065,0.0
313,GIBBONS Ryan,UAE Team Emirates,0.375,70.0,0.03280168522419501,0.05247953779489649,0.06484060662333643,0.03253263707571802
314,GIDICH Yevgeniy,Astana Qazaqstan Team,0.3333333333333333,69.0,0.03611194703581101,0.003209757663296421,0.08464871556793563,0.013785900783289817
315,GILBERT Philippe,Lotto Soudal,0.875,75.0,0.3109389106229311,0.22837425774354037,0.46657381615598886,0.3427154046997389
316,GIRMAY Biniam,Intermarché - Wanty - Gobert Matériaux,0.16666666666666666,70.0,0.0009780318988865484,0.009629272989889264,0.039925719591457756,0.028720626631853787
317,GODON Dorian,AG2R Citroën Team,0.2916666666666667,73.0,0.015422810713210954,0.023270743058899052,0.021510368307025688,0.034569190600522194
318,GOGL Michael,Alpecin-Deceuninck,0.4166666666666667,71.0,0.029416190189587722,0.011876103354196758,0.01385020117610647,0.021096605744125325
319,GOIKOETXEA Peio,Euskaltel - Euskadi,0.5,,0.0,0.00016048788316482104,0.0,0.0
320,GOLDSTEIN Omer,Israel - Premier Tech,0.2916666666666667,61.0,0.006319590731266927,0.025036109773712085,0.0020891364902506965,0.004908616187989556
321,GONZÁLEZ Abner,Movistar Team,0.125,60.0,0.003987360818537466,0.009950248756218905,0.0007737542556484061,0.004595300261096605
322,GONZÁLEZ David,Caja Rural - Seguros RGA,0.3333333333333333,68.0,0.0007523322299127295,0.0,0.012999071494893221,0.003133159268929504
323,GOOSSENS Kobe,Intermarché - Wanty - Gobert Matériaux,0.3333333333333333,64.0,0.01248871501655131,0.003691221312790884,0.00773754255648406,0.0069973890339425585
324,GOUGEARD Alexis,B&B Hotels - KTM,0.4583333333333333,70.0,0.04438760156485104,0.08891028727331086,0.04008047044258743,0.014986945169712794
325,GRADEK Kamil,Bahrain - Victorious,0.5416666666666666,81.0,0.036337646704784836,0.09966297544535388,0.034354688950789226,0.0006788511749347258
326,GREGAARD Jonas,Uno-X Pro Cycling Team,0.2916666666666667,66.0,0.019786337646704785,0.0011234151821537474,0.010523057876818322,0.00793733681462141
327,GRELLIER Fabien,TotalEnergies,0.375,65.0,0.01151068311766476,0.002728294013801958,0.00766016713091922,0.0068929503916449085
328,GRIGNARD Sébastien,Lotto Soudal,0.20833333333333334,68.0,0.0007523322299127295,0.0008024394158241052,0.0,0.000783289817232376
329,GRMAY Tsgabu,Team BikeExchange - Jayco,0.5,63.0,0.060036111947035814,0.06820735034504895,0.009826679046734756,0.019216710182767625
330,GROENEWEGEN Dylan,Team BikeExchange - Jayco,0.4166666666666667,70.0,0.019560637977730964,0.002407318247472316,0.4925719591457753,0.008250652741514361
331,GRONDIN Donavan,Team Arkéa Samsic,0.125,77.0,0.00045139933794763765,0.0003209757663296421,0.003481894150417827,0.0008877284595300261
332,GROSU Eduard-Michael,Drone Hopper -  Androni Giocattoli,0.4583333333333333,68.0,0.023848931688233523,0.05665222275718183,0.20133085731971526,0.019947780678851175
333,GROVES Kaden,Team BikeExchange - Jayco,0.20833333333333334,76.0,0.006470057177249473,0.03707270101107366,0.0683998761993191,0.012845953002610965
334,GROß Felix,UAE Team Emirates,0.20833333333333334,71.0,0.0008275654529040024,0.006419515326592842,0.007505416279789539,0.0005221932114882506
335,GROßSCHARTNER Felix,BORA - hansgrohe,0.4166666666666667,64.0,0.1376767980740295,0.11346493339752849,0.019808108944599195,0.07989556135770234
336,GRUZDEV Dmitriy,Astana Qazaqstan Team,0.75,78.0,0.052964188985856156,0.12084737602311026,0.02290312596719282,0.0018798955613577024
337,GRÁVALOS Arturo,EOLO-Kometa,0.25,72.0,0.0,0.0,0.0,0.0
338,GUARNIERI Jacopo,Groupama - FDJ,0.6666666666666666,80.0,0.024902196810111344,0.00016048788316482104,0.09942742185082018,0.00751958224543081
339,GUDMESTAD Tord,Uno-X Pro Cycling Team,0.125,,0.0006018657839301836,0.0012839030653185683,0.01145156298359641,0.0005221932114882506
340,GUERNALEC Thibault,Team Arkéa Samsic,0.25,71.0,0.018507372855853146,0.07558979297063072,0.0034045187248529867,0.002402088772845953
341,GUERREIRO Ruben,EF Education-EasyPost,0.375,65.0,0.07448089076136022,0.004333172845450169,0.02321262766945218,0.07801566579634464
342,GUGLIELMI Simon,Team Arkéa Samsic,0.25,66.0,0.006018657839301836,0.00048146364949446316,0.004642525533890436,0.006422976501305483
343,HAGA Chad,Human Powered Health,0.625,71.5,0.03611194703581101,0.20927619964692665,0.0044103992571959145,0.007206266318537859
344,HAGEN Carl Fredrik,Israel - Premier Tech,0.5,65.0,0.059283779717123085,0.00016048788316482104,0.019266480965645313,0.021044386422976503
345,HAIG Jack,Bahrain - Victorious,0.4166666666666667,67.0,0.16303039422208848,0.04252928903867758,0.013772825750541628,0.11310704960835509
346,HALLER Marco,BORA - hansgrohe,0.5416666666666666,72.0,0.039798374962383386,0.0008024394158241052,0.057567316620241414,0.014934725848563968
347,HALVORSEN Kristoffer,Uno-X Pro Cycling Team,0.3333333333333333,69.0,0.0183569064098706,0.0003209757663296421,0.09455277004023523,0.007676240208877284
348,HAMILTON Chris,Team DSM,0.375,70.0,0.04664459825458923,0.011234151821537475,0.001392757660167131,0.02443864229765013
349,HAMILTON Lucas,Team BikeExchange - Jayco,0.3333333333333333,71.0,0.0653776707794162,0.01235756700369122,0.018570102135561744,0.047676240208877285
350,HANSEN Lasse Norman,Uno-X Pro Cycling Team,0.5,75.0,0.029416190189587722,0.10351468464130958,0.033426183844011144,0.002349869451697128
351,HARDY Romain,Team Arkéa Samsic,0.625,62.0,0.05537165212157689,0.002407318247472316,0.08983286908077995,0.04480417754569191
352,HARPER Chris,Jumbo-Visma,0.375,67.0,0.04250677099006921,0.03241855239929385,0.01903435468895079,0.01154046997389034
353,HAUSSLER Heinrich,Bahrain - Victorious,0.8333333333333334,74.0,0.06281974119771291,0.04429465575349061,0.3115134633240483,0.03592689295039164
354,HAYTER Ethan,INEOS Grenadiers,0.20833333333333334,69.0,0.045817032801685226,0.08939175092280532,0.03427731352522439,0.041148825065274154
355,HEALY Ben,EF Education-EasyPost,0.125,65.0,0.00037616611495636473,0.008987321457229979,0.0015475085112968121,0.0004177545691906005
356,HECHT Gage,Human Powered Health,0.25,72.0,0.0031597953656334636,0.012999518536350506,0.007892293407613741,0.00020887728459530026
357,HEIDEMANN Miguel,B&B Hotels - KTM,0.25,,0.0012037315678603672,0.01364147006900979,7.737542556484061e-05,0.0004699738903394256
358,HEIDUK Kim,INEOS Grenadiers,0.16666666666666666,70.0,0.0035359614805898286,0.0008024394158241052,0.00386877127824203,0.0003133159268929504
359,HEINSCHKE Leon,Team DSM,0.16666666666666666,,0.0031597953656334636,0.008505857807735516,0.0017022593624264934,0.0012532637075718016
360,HELLEMOSE Asbjørn,Trek - Segafredo,0.20833333333333334,65.0,0.0011284983448690941,0.0,7.737542556484061e-05,0.0010443864229765013
361,HENAO Sebastián,Astana Qazaqstan Team,0.4166666666666667,57.0,0.05160999097201324,0.02423367035788798,0.005880532342927886,0.02052219321148825
362,HENTTALA Joonas,Team Novo Nordisk,0.5,73.0,0.0018808305747818237,0.0020863424811426736,0.0017796347879913338,0.0006788511749347258
363,HEPBURN Michael,Team BikeExchange - Jayco,0.5,77.0,0.020012037315678605,0.20975766329642112,0.009130300216651191,0.0013054830287206266
364,HERMANS Ben,Israel - Premier Tech,0.7083333333333334,72.0,0.24834486909419198,0.09661370566522227,0.07861343237387805,0.11738903394255874
365,HERMANS Quinten,Intermarché - Wanty - Gobert Matériaux,0.3333333333333333,62.0,0.027234426722840807,0.013962445835339432,0.021278242030331167,0.027049608355091383
366,HERRADA Jesús,Cofidis,0.5416666666666666,70.0,0.14610291904905207,0.13127908842882363,0.042788610337356855,0.1120626631853786
367,HERRADA José,Cofidis,0.75,65.0,0.08042431537767078,0.05231904991173166,0.02460538532961931,0.04981723237597911
368,HERREGODTS Rune,Sport Vlaanderen - Baloise,0.20833333333333334,70.0,0.002708396027685826,0.01861659444711924,0.009594552770040236,0.005639686684073107
369,HESSMANN Michel,Jumbo-Visma,0.125,78.0,0.0016551309058080049,0.0044936607286149895,0.0009285051067780873,0.0
370,HESTERS Jules,Sport Vlaanderen - Baloise,0.20833333333333334,72.0,0.0,0.0,0.005957907768492727,0.0
371,HIGUITA Sergio,BORA - hansgrohe,0.25,57.0,0.09524526030695155,0.011073663938372653,0.016248839368616527,0.10339425587467363
372,HINDLEY Jai,BORA - hansgrohe,0.3333333333333333,60.0,0.11006620523623233,0.0030492697801316002,0.01284432064376354,0.0714360313315927
373,HINDSGAUL Jacob,Uno-X Pro Cycling Team,0.125,67.0,0.009027986758952753,0.0077034183919114105,0.002940266171463943,0.0014099216710182767
374,HIRSCHI Marc,UAE Team Emirates,0.20833333333333334,61.0,0.04431236834185977,0.0335419675814476,0.008511296812132467,0.0797911227154047
375,HIRT Jan,Intermarché - Wanty - Gobert Matériaux,0.5416666666666666,62.0,0.09246163105627445,0.0040121970791205264,0.010523057876818322,0.06684073107049608
376,HIVERT Jonathan,B&B Hotels - KTM,0.7916666666666666,62.0,0.11277460126391814,0.0884288236238164,0.11250386877127824,0.057911227154047
377,HODEG Álvaro José,UAE Team Emirates,0.2916666666666667,76.0,0.0033854950346072824,0.007382442625581768,0.12790157845868153,0.006214099216710183
378,HOELGAARD Markus,Trek - Segafredo,0.375,74.0,0.05176045741799579,0.003209757663296421,0.027777777777777776,0.020887728459530026
379,HOFSTEDE Lennard,Jumbo-Visma,0.375,73.0,0.02144146855251279,0.01059220028887819,0.00874342308882699,0.0040208877284595304
380,HOFSTETTER Hugo,Team Arkéa Samsic,0.4166666666666667,65.0,0.00789948841408366,0.0,0.1533580934695141,0.020783289817232375
381,HOLLENSTEIN Reto,Israel - Premier Tech,0.75,80.0,0.0542431537767078,0.10479858770662814,0.01911173011451563,0.010339425587467362
382,HOLLMANN Juri,Movistar Team,0.16666666666666666,70.0,0.0044387601564851034,0.021665864227250843,0.00023212627669452182,0.0013577023498694517
383,HOLMES Matthew,Lotto Soudal,0.4166666666666667,67.0,0.011962082455612399,0.0,0.004952027236149799,0.01237597911227154
384,HOLTER Ådne,Uno-X Pro Cycling Team,0.125,,0.002708396027685826,0.002728294013801958,0.002321262766945218,0.0007310704960835509
385,HOLTHER Trym Westgaard,Drone Hopper -  Androni Giocattoli,0.0,68.0,0.0,0.0,0.0,0.0
386,HONORÉ Mikkel Frølich,Quick-Step Alpha Vinyl Team,0.2916666666666667,68.0,0.028964790851640086,0.018135130797624778,0.015629835964097803,0.03676240208877284
387,HOOLE Daan,Trek - Segafredo,0.20833333333333334,82.0,0.0031597953656334636,0.02599903707270101,0.003327143299288146,0.0004177545691906005
388,HOULE Hugo,Israel - Premier Tech,0.5416666666666666,72.0,0.046945531146554316,0.10158883004333173,0.017332095326524296,0.02412532637075718
389,HOWES Alex,EF Education-EasyPost,0.6666666666666666,61.0,0.03626241348179356,0.0019258545979778526,0.03265242958836274,0.01629242819843342
390,HOWSON Damien,Team BikeExchange - Jayco,0.4583333333333333,68.0,0.08253084562142642,0.10255175734232065,0.008356545961002786,0.027467362924281983
391,HULGAARD Morten,Uno-X Pro Cycling Team,0.20833333333333334,73.0,0.006319590731266927,0.028245867437008507,0.013308573197152585,0.00010443864229765013
